ID,WRKSTAT,MARITAL,AGEWED,SIBS,CHILDS,AGE,BIRTHMO,ZODIAC,EDUC,DEGREE,PADEG,MADEG,SEX,RACE,INCOME91,RINCOM91,REGION,XNORCSIZ,SIZE,PARTYID,VOTE92,POLVIEWS,CAPPUN,GUNLAW,GRASS,RELIG,LIFE,CHLDIDEL,PILLOK,SEXEDUC,SPANKING,LETDIE1,NEWS,TVHOURS,BIGBAND,BLUGRASS,COUNTRY,BLUES,MUSICALS,CLASSICL,FOLK,JAZZ,OPERA,RAP,HVYMETAL,ATTSPRTS,VISITART,TVSHOWS,TVNEWS,TVPBS,SCITEST4,PARTNERS,SEXFREQ,DWELOWN,SEI,COHORT,INCOME4,DEGREE2,AGECAT4,POLITICS,REGION4,MARRIED,CLASSIC3,JAZZ3,RAP3,BLUES3
464,7,1,22,2,3,63,4,2,16,3,1,1,2,1,19,0,3,4,5,6,1,6,1,0,2,1,0,3,3,1,2,8,1,1,1,4,3,3,3,2,4,1,2,5,5,2,1,3,1,3,2,1,2,1,"36,1",1930,3,1,4,5,2,1,1,1,3,2
465,7,2,24,1,4,89,9,6,8,0,0,0,2,1,9,0,3,4,5,1,1,4,1,0,2,1,0,2,4,2,1,1,1,0,1,3,2,3,3,1,3,4,3,5,5,2,2,3,1,4,4,0,0,1,"27,5",1904,1,0,4,3,2,2,1,3,3,2
466,8,1,30,10,3,49,4,1,4,0,0,0,1,1,10,0,3,4,5,3,2,8,1,1,2,4,2,-1,0,0,0,0,0,3,4,4,1,4,4,4,4,4,4,4,4,2,2,5,5,5,1,1,2,0,0,1944,1,0,3,#NULO!,2,1,3,3,3,3
467,1,1,20,1,1,64,12,10,12,1,0,0,1,1,15,15,3,4,5,0,1,3,1,1,2,1,2,-1,0,0,0,0,0,2,2,2,2,3,2,4,3,3,5,4,5,2,2,2,1,2,0,-1,-1,0,"49,6",1929,2,0,4,2,2,1,3,2,3,2
468,5,1,21,2,2,64,4,1,12,1,7,8,2,1,13,2,7,1,389,0,2,4,1,0,2,1,0,2,4,1,1,1,1,1,8,1,1,3,1,1,3,5,3,4,4,2,1,4,1,1,4,1,3,1,"29,4",1929,1,0,4,3,3,1,1,3,3,2
469,5,1,25,1,0,46,9,6,12,1,1,1,1,1,17,0,7,2,175,9,9,4,1,1,0,4,1,2,4,2,1,1,4,5,1,1,1,2,3,3,8,1,4,5,2,2,2,5,5,2,2,0,1,1,"50,7",1947,2,0,3,3,3,1,2,1,3,1
470,7,2,17,4,8,76,1,11,8,0,7,0,2,1,6,0,7,1,389,4,2,5,2,1,0,1,1,1,2,1,2,2,5,10,4,2,1,3,4,4,4,4,4,4,4,2,2,5,1,4,2,0,0,2,"32,4",1917,1,0,4,4,3,2,3,3,3,2
471,7,1,21,7,3,72,12,9,12,1,0,0,2,1,9,0,7,1,389,0,1,6,1,2,0,1,3,3,2,1,1,1,5,4,2,5,1,1,3,3,3,2,5,5,4,2,2,2,1,3,4,0,0,1,"43,7",1921,1,0,4,5,3,1,2,1,3,1
472,5,2,27,2,1,77,1,10,13,1,3,1,2,1,22,0,7,1,389,4,1,6,1,0,2,1,0,2,3,1,2,1,4,2,1,3,2,4,1,1,3,4,2,5,5,1,1,2,1,3,4,0,0,1,"38,4",1916,4,0,4,5,3,2,1,3,3,3
475,1,1,20,2,0,27,2,11,14,2,1,0,2,1,16,11,7,1,389,3,2,3,1,1,0,1,2,2,2,1,2,1,3,3,4,5,2,5,4,5,4,4,5,4,1,1,2,2,1,4,3,1,5,2,"65,8",1966,2,0,1,2,3,1,3,3,3,3
476,7,1,18,2,2,21,4,2,9,1,1,0,2,1,9,4,7,3,68,4,1,3,1,1,0,1,3,2,1,1,1,1,1,2,3,2,3,4,2,2,2,4,2,3,1,1,1,1,1,2,2,1,6,1,"48,9",1972,1,0,1,2,3,1,1,3,2,3
477,1,5,0,3,0,32,3,1,20,3,3,2,2,3,11,11,7,3,68,5,1,3,1,1,0,1,2,2,3,1,2,1,1,2,3,4,2,1,3,3,3,3,4,3,4,1,2,2,3,4,4,1,2,2,"62,2",1961,1,1,2,2,3,2,2,2,2,1
478,1,1,24,3,3,40,11,8,20,4,3,1,1,1,19,19,7,3,68,2,2,8,1,0,1,4,0,8,2,1,4,1,2,1,1,2,4,1,3,2,1,2,3,5,4,1,1,3,3,3,1,1,5,1,"62,5",1953,3,1,3,#NULO!,3,1,1,1,3,1
479,1,3,22,6,2,45,11,8,17,3,0,0,2,1,19,18,7,3,68,6,1,6,1,1,2,1,3,-1,0,0,0,0,0,3,1,3,1,2,1,2,2,3,2,5,5,2,1,2,1,1,4,0,0,0,"62,5",1948,3,1,3,5,3,2,1,2,3,1
480,1,1,24,2,0,26,1,11,12,1,0,1,2,3,17,15,7,3,68,3,2,4,1,0,2,1,0,2,3,1,1,1,4,3,2,8,2,8,2,3,8,3,8,1,4,1,1,1,4,4,4,1,5,2,38,1967,2,0,1,3,3,1,2,2,1,#NULO!
481,5,2,19,2,2,84,12,9,16,1,0,1,2,1,9,0,7,3,68,1,1,5,1,0,1,1,0,3,2,1,1,2,1,3,1,2,2,2,2,2,2,2,3,5,5,1,1,2,1,5,4,0,0,1,"69,2",1909,1,0,4,4,3,2,1,1,3,1
482,1,5,0,1,0,46,1,10,20,4,1,0,2,1,16,16,7,3,68,5,1,5,1,2,0,1,3,8,2,1,2,1,3,1,1,1,2,3,3,2,1,2,1,4,5,2,1,5,2,2,3,1,3,1,"80,9",1947,2,1,3,4,3,2,1,1,3,2
483,1,5,0,1,0,32,8,5,18,4,3,3,2,1,12,12,7,3,68,5,1,7,1,2,2,1,2,-1,0,0,0,0,0,4,4,3,1,3,2,3,3,2,3,5,2,1,2,2,2,4,2,1,5,0,"63,5",1961,1,1,2,5,3,2,2,1,3,2
484,1,5,0,1,0,36,5,2,16,3,4,3,1,1,17,16,7,3,68,4,1,6,1,1,0,4,2,2,1,1,3,1,3,2,2,3,3,3,2,2,3,3,4,3,3,1,1,3,1,4,1,0,9,2,"60,3",1957,2,1,2,5,3,2,1,2,2,2
485,6,5,0,4,0,21,6,3,14,1,1,1,2,1,2,0,7,3,68,1,2,3,1,2,2,1,3,-1,0,0,0,0,0,1,8,8,1,2,2,3,8,2,5,4,5,1,1,2,4,3,8,2,5,0,0,1972,1,0,1,2,3,2,2,1,3,1
486,1,5,0,11,0,30,8,6,14,1,1,1,2,1,13,11,7,3,68,0,1,4,1,1,0,2,1,2,1,2,2,1,2,5,1,2,1,4,1,1,1,3,2,5,5,1,2,1,4,3,4,1,1,2,"33,3",1963,1,0,2,3,3,2,1,2,3,3
487,2,5,0,1,0,23,6,3,16,1,3,3,2,1,4,4,7,3,68,5,1,4,1,1,0,4,3,3,1,1,3,1,5,1,2,3,4,1,2,2,3,1,3,5,2,1,1,2,3,3,2,2,5,2,"60,6",1970,1,0,1,3,3,2,1,1,3,1
488,1,3,16,8,6,51,4,2,12,1,0,0,2,1,12,9,7,3,68,6,1,6,1,2,2,1,2,-1,0,0,0,0,0,3,2,3,2,2,2,4,4,2,4,5,5,2,2,3,1,4,4,0,0,0,"28,4",1942,1,0,4,5,3,2,3,1,3,1
490,1,1,37,4,1,40,7,5,19,4,1,1,1,1,21,21,9,1,848,0,1,4,1,1,1,3,3,-1,0,0,0,0,0,2,8,8,8,8,8,3,3,8,5,2,3,1,1,1,1,1,1,1,4,0,"92,3",1953,4,1,3,3,4,1,2,#NULO!,1,#NULO!
491,1,1,23,0,3,51,1,11,16,3,2,1,1,1,21,21,9,1,848,5,1,3,1,0,1,1,0,2,1,1,3,1,1,1,3,2,4,2,3,2,2,3,3,4,3,1,1,4,2,2,1,1,6,1,"63,5",1942,4,1,4,2,4,1,1,2,3,1
492,1,1,18,6,2,54,5,2,16,3,1,1,2,1,19,10,9,1,848,1,1,4,2,1,2,1,3,-1,0,0,0,0,0,1,2,2,2,3,2,1,1,3,3,4,4,2,1,4,1,4,1,1,4,0,59,1939,3,1,4,3,4,1,1,2,3,2
493,7,1,28,2,1,61,6,3,12,1,1,0,2,1,21,0,9,1,848,6,1,6,1,1,2,2,2,-1,0,0,0,0,0,6,1,3,4,2,2,3,3,1,2,5,5,1,1,3,1,2,4,1,2,0,"62,5",1932,4,0,4,5,4,1,2,1,3,1
494,1,1,25,5,0,27,1,10,16,3,3,1,1,3,14,12,9,3,49,4,1,4,1,1,0,2,2,1,3,1,1,1,4,3,8,8,3,3,2,3,2,1,4,5,4,1,2,4,2,1,3,1,6,2,"62,1",1966,1,1,1,3,4,1,2,1,3,2
495,2,2,32,2,0,55,9,6,6,0,3,0,2,1,3,3,9,3,49,0,1,6,8,0,2,2,0,2,2,2,3,1,3,22,2,8,3,2,1,1,1,1,1,2,5,2,1,5,1,2,4,0,0,2,"33,1",1938,1,0,4,5,4,2,1,1,1,1
496,4,1,31,2,6,33,8,5,98,1,1,1,1,2,11,8,9,3,49,1,2,3,2,1,0,1,2,1,1,1,1,2,2,2,8,8,2,2,2,1,3,1,8,2,4,1,2,2,1,1,2,1,5,2,"33,6",1960,1,0,2,2,4,1,1,1,1,1
497,7,1,21,6,1,61,2,12,8,0,0,0,2,1,12,3,9,3,74,0,2,6,1,1,0,1,2,1,4,1,3,1,5,5,1,4,2,4,2,4,2,2,3,5,5,2,2,1,1,4,4,1,4,2,"21,2",1932,1,0,4,5,4,1,3,1,3,3
498,2,3,18,4,2,38,10,7,12,1,0,0,2,1,11,9,9,3,74,2,2,3,1,0,2,1,0,2,2,1,2,1,1,2,5,3,2,2,5,2,4,1,3,5,2,2,2,1,1,4,4,4,3,2,"38,9",1955,1,0,2,2,4,2,1,1,3,1
499,7,1,20,2,3,36,11,8,12,1,8,0,2,1,16,0,9,3,74,2,1,5,1,0,2,2,0,4,3,1,4,2,2,4,4,5,5,2,4,5,4,3,5,3,5,1,1,1,1,1,4,1,3,2,"33,1",1957,2,0,2,4,4,1,3,2,2,1
500,2,3,20,2,2,50,4,1,12,1,0,1,2,1,3,3,9,3,11,4,1,6,1,1,2,1,2,-1,0,0,0,0,0,5,2,4,3,3,1,2,3,2,4,5,5,2,1,1,1,1,4,0,0,0,"22,5",1943,1,0,4,5,4,2,1,1,3,2
501,7,3,17,13,4,67,2,11,4,0,8,8,2,1,8,0,9,3,74,3,2,6,1,0,2,1,0,3,4,2,2,1,5,4,4,2,2,2,4,1,2,5,1,5,5,2,2,1,1,1,4,0,0,2,32,1926,1,0,4,5,4,2,1,3,3,1
502,5,2,22,3,2,81,8,5,13,1,3,1,2,1,16,99,9,1,314,3,1,3,8,1,0,1,2,2,3,8,3,8,1,1,2,2,3,2,2,1,2,2,1,8,5,1,2,4,2,2,4,0,0,1,"38,4",1912,2,0,4,2,4,2,1,1,#NULO!,1
504,1,1,21,1,3,63,4,1,17,3,0,0,1,1,21,21,9,5,196,0,1,2,2,1,0,1,3,3,3,1,2,1,1,2,2,2,3,1,2,3,2,1,3,3,3,1,1,3,1,3,2,1,5,1,"65,8",1930,4,1,4,1,4,1,2,1,2,1
505,1,1,28,2,2,43,10,7,18,4,0,1,2,1,16,16,9,5,196,0,1,2,1,1,0,4,2,2,2,1,3,1,2,1,2,3,4,2,2,2,2,3,4,4,3,1,1,3,2,2,2,1,5,1,"64,4",1950,2,1,3,1,4,1,1,2,3,1
507,4,1,26,4,3,47,6,4,13,1,0,1,1,1,15,12,9,1,365,1,1,2,1,2,1,1,3,-1,0,0,0,0,0,3,2,2,2,2,3,2,2,2,3,4,4,2,1,2,1,3,3,1,4,0,"31,5",1946,2,0,3,1,4,1,1,1,3,1
508,1,3,21,1,1,44,2,11,14,2,0,1,2,1,18,17,9,1,365,1,1,3,1,1,8,1,2,-1,0,0,0,0,0,1,8,3,2,2,3,3,8,2,4,8,2,1,1,3,2,3,4,1,6,0,"51,9",1949,3,0,3,2,4,2,2,1,#NULO!,1
509,2,5,0,7,0,28,11,8,98,1,7,1,1,1,1,1,9,1,365,3,2,2,1,0,2,2,0,8,2,1,3,8,2,4,2,1,1,1,2,2,3,2,3,3,4,2,2,1,2,5,8,1,1,2,"37,6",1965,1,0,1,1,4,2,1,1,2,1
510,1,4,19,6,2,32,2,11,14,1,1,1,2,1,22,22,9,1,365,5,1,5,1,1,2,2,3,-1,0,0,0,0,0,2,2,2,3,2,3,2,3,2,2,2,4,1,1,2,1,4,4,1,3,0,"76,4",1961,4,0,2,4,4,2,1,1,1,1
511,2,5,0,1,0,20,5,3,13,1,1,1,1,1,9,9,9,3,33,5,1,8,1,2,2,4,2,-1,0,0,0,0,0,2,4,3,2,3,4,4,4,3,4,4,3,2,2,2,1,5,1,0,0,0,"36,5",1973,1,0,1,#NULO!,4,2,3,2,3,2
512,1,1,20,0,2,50,6,4,12,1,0,0,1,1,18,16,9,3,33,5,1,6,1,1,0,1,3,2,3,1,2,2,1,2,2,2,2,1,3,3,2,1,4,3,5,1,1,2,1,3,4,1,4,1,"48,9",1943,3,0,4,5,4,1,2,1,2,1
513,1,1,23,2,2,31,3,12,14,1,1,1,2,1,20,12,9,3,33,5,1,5,1,0,2,4,0,2,1,1,2,1,2,1,2,4,1,2,2,3,4,2,3,5,5,1,1,2,2,2,2,1,6,1,"38,4",1962,4,0,2,4,4,1,2,1,3,1
515,6,2,18,3,4,62,4,2,14,1,0,8,2,1,15,0,9,3,33,1,1,4,1,1,2,1,3,-1,0,0,0,0,0,3,2,3,2,1,2,2,3,2,2,5,5,1,2,4,2,3,3,0,0,0,"38,4",1931,2,0,4,3,4,2,1,1,3,1
516,5,1,26,3,2,66,2,12,10,0,8,8,1,1,19,1,9,3,33,4,1,5,1,1,0,1,3,2,3,1,3,1,1,2,2,2,2,3,2,3,3,3,4,5,5,2,2,2,1,3,9,1,4,1,"29,3",1927,3,0,4,4,4,1,2,2,3,2
517,1,5,0,2,0,29,3,12,14,2,7,3,1,1,18,18,9,3,33,5,1,4,1,1,2,1,3,-1,0,0,0,0,0,1,4,2,3,1,3,3,4,1,5,5,4,2,1,4,1,2,2,1,6,0,"76,3",1964,3,0,1,3,4,2,2,1,3,1
518,1,3,19,1,2,30,6,3,11,1,7,1,1,1,11,11,9,3,33,3,1,3,1,0,2,4,0,2,2,1,3,1,4,3,2,2,2,1,3,2,3,2,4,5,2,1,2,2,2,4,2,2,5,2,"48,5",1963,1,0,2,2,4,2,1,1,3,1
519,1,5,0,3,0,34,8,6,15,2,3,4,1,2,19,16,8,1,492,0,1,1,1,1,0,1,2,0,1,1,4,2,1,6,3,3,2,1,4,8,3,1,5,1,4,1,2,3,3,4,4,0,0,1,"31,4",1959,3,0,2,1,4,2,#NULO!,1,1,1
520,1,1,17,4,4,63,3,12,12,1,0,1,2,2,17,14,8,1,492,4,1,3,2,1,0,1,2,2,4,1,1,2,2,2,3,4,2,1,4,8,4,2,3,4,4,2,2,4,1,1,3,1,4,1,"29,3",1930,2,0,4,2,4,1,#NULO!,1,3,1
522,1,1,19,7,7,55,1,10,13,1,0,0,2,2,18,9,8,1,492,1,2,4,1,0,2,1,0,4,1,1,3,2,1,2,2,2,2,2,2,3,2,3,4,4,4,1,1,2,1,3,4,1,1,1,"29,3",1938,3,0,4,3,4,1,2,2,3,1
523,7,1,20,3,2,39,6,4,11,1,7,0,2,2,9,0,8,1,492,1,1,4,1,1,8,1,2,-1,0,0,0,0,0,5,2,5,2,2,3,3,5,2,3,3,5,2,2,4,1,3,3,1,3,0,"39,6",1954,1,0,2,3,4,1,2,1,2,1
524,1,5,0,3,0,36,7,4,13,1,7,1,1,2,11,8,8,1,492,0,1,2,1,0,2,1,0,2,4,1,2,1,1,5,4,3,4,2,3,4,4,1,4,3,4,1,2,1,1,5,2,1,1,1,"27,7",1957,1,0,2,1,4,2,3,1,2,1
525,5,2,25,4,2,77,10,7,16,3,0,0,2,1,12,0,8,1,492,6,1,6,1,0,2,1,0,2,3,1,2,2,1,3,1,2,3,3,2,2,2,2,2,5,5,2,2,1,1,2,4,0,0,1,"78,5",1916,1,1,4,5,4,2,1,1,3,2
526,1,3,22,1,0,39,1,10,12,1,1,1,1,1,16,16,8,1,492,2,1,3,1,0,1,4,0,1,3,1,2,1,2,1,2,3,3,2,3,1,3,2,4,3,3,2,1,5,5,4,3,1,4,2,"54,2",1954,2,0,2,2,4,2,1,1,2,1
527,1,5,0,2,0,28,11,9,19,3,1,4,2,1,5,5,8,1,492,0,1,2,2,1,0,4,3,1,1,1,4,1,2,1,2,2,5,2,3,3,3,3,3,3,2,1,1,3,3,2,1,4,3,2,"22,5",1965,1,1,1,1,4,2,2,2,2,1
528,2,5,0,1,0,23,6,4,15,1,4,4,1,1,14,5,8,1,492,0,1,1,2,0,1,4,0,2,1,1,3,1,1,2,3,4,5,3,2,1,5,1,1,2,1,1,1,4,1,2,1,5,5,2,"44,3",1970,1,0,1,1,4,2,1,1,1,2
529,4,5,0,2,0,21,9,6,14,1,4,4,1,1,6,0,8,1,492,1,1,2,1,1,1,4,3,-1,0,0,0,0,0,8,8,1,4,1,2,3,2,1,8,1,1,2,1,1,1,2,1,2,5,0,"45,3",1972,1,0,1,1,4,2,2,1,1,1
530,5,1,23,1,3,63,10,8,12,1,4,1,1,1,16,0,8,1,492,2,1,3,1,1,8,1,3,-1,0,0,0,0,0,6,2,3,2,2,3,4,3,2,4,3,4,1,2,1,1,2,1,1,5,0,"62,1",1930,2,0,4,2,4,1,3,1,2,1
531,1,1,18,2,1,46,11,8,14,1,1,1,2,1,20,16,8,1,492,1,1,5,1,1,1,1,3,-1,0,0,0,0,0,1,1,1,1,3,2,2,3,3,4,5,5,1,2,2,1,2,2,1,1,0,"73,6",1947,4,0,3,4,4,1,1,2,3,2
532,6,5,0,4,0,42,1,10,20,4,0,0,1,1,16,15,8,1,492,1,1,4,1,0,1,1,0,2,2,1,2,1,1,4,3,4,4,4,2,2,2,2,5,5,5,1,1,5,1,1,1,3,1,1,"87,9",1951,2,1,3,3,4,2,1,1,3,3
533,1,1,26,2,2,39,2,12,19,4,3,4,2,1,19,15,8,1,492,0,1,2,2,1,0,3,3,2,2,1,4,1,1,1,3,2,2,1,2,1,1,1,5,4,5,1,1,3,1,2,1,1,4,1,"64,4",1954,3,1,2,1,4,1,1,1,3,1
534,1,3,27,1,5,77,1,10,14,1,8,1,2,1,22,22,8,3,1,5,1,5,2,0,2,1,0,5,2,1,3,1,2,0,1,3,3,2,1,3,3,1,3,5,5,2,1,4,4,3,4,0,0,1,"64,2",1916,4,0,4,4,4,2,2,1,3,1
536,2,1,19,2,3,28,10,7,13,1,3,1,2,1,13,0,8,3,1,6,1,7,1,1,0,1,2,4,4,2,2,2,4,4,1,2,2,3,1,2,3,2,4,3,5,2,1,2,2,4,4,1,3,1,"29,2",1965,1,0,1,5,4,1,1,1,2,2
537,5,2,34,2,0,87,8,6,10,0,0,7,1,1,8,0,8,3,1,1,2,4,2,0,2,1,0,2,1,1,3,1,1,3,1,2,1,4,4,2,2,3,4,4,4,1,2,3,1,2,2,0,0,2,"31,5",1906,1,0,4,3,4,2,1,2,3,3
540,1,1,25,0,2,49,3,1,17,3,7,0,1,1,21,17,9,2,171,5,1,6,1,1,0,2,3,2,2,1,1,1,1,6,1,2,2,2,1,2,1,2,5,5,5,1,1,1,1,4,4,1,3,1,"83,9",1944,4,1,3,5,4,1,1,1,3,1
542,1,3,37,5,2,56,3,12,18,4,1,1,2,3,20,19,9,2,171,5,1,5,1,1,0,1,2,2,2,1,2,1,1,2,8,8,3,4,3,1,2,3,2,5,5,2,1,4,1,3,9,1,4,1,"71,5",1937,4,1,4,4,4,2,1,2,3,3
543,1,3,21,4,3,28,8,5,12,1,0,1,1,1,19,14,9,2,171,3,1,4,1,1,0,2,3,2,1,1,2,1,1,2,2,4,1,3,2,4,3,2,3,3,3,1,2,1,1,4,2,0,0,1,38,1965,3,0,1,3,4,2,3,1,2,2
544,7,1,21,12,3,30,7,5,12,1,0,0,2,1,17,12,9,4,15,2,1,2,2,1,2,4,2,-1,0,0,0,0,0,1,8,8,3,8,8,3,3,8,3,3,5,1,2,3,1,5,2,1,4,0,32,1963,2,0,2,1,4,1,2,#NULO!,2,#NULO!
545,1,1,20,9,0,24,7,4,12,1,0,0,1,1,3,2,9,4,15,2,2,6,1,1,2,2,3,-1,0,0,0,0,0,3,8,8,2,4,8,4,4,4,4,2,5,1,2,2,2,5,9,1,6,0,"26,7",1969,1,0,1,5,4,1,3,3,1,3
546,1,1,32,3,1,37,11,9,18,4,1,1,2,1,21,19,9,4,15,5,1,3,1,1,2,4,2,-1,0,0,0,0,0,1,1,3,2,3,2,3,3,4,3,5,5,1,1,4,1,3,1,1,4,0,"69,7",1956,4,1,2,2,4,1,2,3,3,2
547,1,2,24,5,3,48,7,4,12,1,0,0,2,1,17,12,9,4,15,5,2,4,2,0,2,2,0,4,3,1,1,1,3,0,8,8,8,3,3,3,8,3,8,8,4,2,2,4,4,4,4,1,2,1,"29,4",1945,2,0,3,3,4,2,2,2,#NULO!,2
549,5,2,24,2,3,77,6,3,13,1,0,0,2,1,17,0,9,4,44,5,2,6,1,2,0,1,1,4,3,2,1,1,2,3,1,3,3,2,2,2,2,2,3,4,5,1,2,3,1,3,3,1,0,1,"78,5",1916,2,0,4,5,4,2,1,1,3,1
550,5,1,20,6,2,73,11,8,19,4,7,1,2,1,15,0,9,4,44,6,1,6,1,1,0,1,3,3,1,1,4,2,1,1,2,3,3,3,1,1,2,3,1,2,5,1,1,3,1,2,4,1,1,1,"78,5",1920,2,1,4,5,4,1,1,2,1,2
551,5,2,21,1,3,65,3,12,13,1,1,0,2,1,21,0,9,4,44,6,1,6,1,1,0,1,1,2,1,1,1,1,1,5,1,2,3,1,1,3,1,1,5,5,5,1,2,1,1,4,2,0,0,1,"73,2",1928,4,0,4,5,4,2,2,1,3,1
552,5,1,21,1,4,74,11,8,12,1,0,7,1,1,18,0,9,4,44,5,1,5,1,2,2,1,2,-1,0,0,0,0,0,3,2,2,2,2,2,2,2,2,3,4,5,1,2,3,1,4,2,1,2,0,"31,4",1919,3,0,4,4,4,1,1,1,3,1
553,3,5,0,1,0,22,4,1,16,2,3,1,2,1,21,11,9,4,44,2,3,3,1,1,2,1,3,-1,0,0,0,0,0,1,2,1,1,1,1,2,2,2,2,3,3,1,2,2,1,2,1,1,6,0,"50,7",1971,4,0,1,2,4,2,1,1,2,1
554,6,5,0,2,0,19,11,8,11,0,4,3,1,1,21,0,9,4,44,1,3,4,1,1,0,1,2,3,2,1,2,1,2,2,8,8,4,2,3,2,8,3,5,5,5,2,2,2,2,3,2,0,0,1,0,1974,4,0,1,3,4,2,1,2,3,1
555,1,1,20,6,5,49,9,6,15,2,0,1,1,1,21,14,9,4,44,6,1,7,1,0,2,2,0,2,4,1,2,1,1,3,2,2,5,2,3,1,4,2,5,5,5,1,1,3,1,2,4,1,4,1,"63,5",1944,4,0,3,5,4,1,1,1,3,1
557,7,2,18,1,3,74,8,5,12,1,0,8,2,1,10,0,9,4,44,2,2,4,1,0,2,2,0,2,1,2,2,2,3,2,3,4,1,4,2,3,3,4,4,5,5,2,2,5,1,5,4,0,0,1,"17,1",1919,1,0,4,3,4,2,2,3,3,3
558,5,2,24,8,0,89,10,7,16,1,0,0,2,1,6,0,9,2,105,3,2,4,1,0,2,1,0,4,1,2,1,1,1,0,2,4,4,4,4,2,1,2,4,8,8,2,2,5,5,5,4,0,0,1,"22,5",1904,1,0,4,3,4,2,1,1,#NULO!,3
559,1,3,23,3,0,36,8,5,9,0,1,1,1,1,16,13,9,2,105,3,2,4,1,2,2,4,2,-1,0,0,0,0,0,3,3,4,2,8,3,5,3,3,8,5,5,2,2,4,2,4,2,1,2,0,"35,4",1957,2,0,2,3,4,2,3,2,3,#NULO!
560,1,3,19,4,2,35,12,9,12,1,1,1,1,1,13,2,9,2,105,7,1,6,1,2,0,1,2,3,4,1,1,1,3,1,3,1,1,2,4,1,3,2,2,5,3,1,2,4,5,3,4,4,4,2,"31,4",1958,1,0,2,5,4,2,1,1,3,1
561,1,3,22,4,1,36,12,9,12,1,0,0,2,1,14,9,9,2,105,2,2,5,1,1,1,4,3,-1,0,0,0,0,0,4,4,2,1,1,3,3,1,1,4,5,3,1,2,2,2,2,3,1,2,0,"53,7",1957,1,0,2,4,4,2,2,1,3,1
562,1,3,17,3,0,37,8,6,13,1,8,1,2,1,14,8,9,2,105,2,1,2,1,1,2,4,3,-1,0,0,0,0,0,2,8,8,3,2,2,1,8,2,4,3,3,2,2,3,1,4,1,1,3,0,"37,7",1956,1,0,2,1,4,2,1,1,2,1
563,8,3,23,1,4,53,5,2,12,1,0,0,2,1,4,0,9,2,105,1,1,6,1,1,2,1,2,-1,0,0,0,0,0,4,3,3,1,3,4,4,2,4,5,5,4,2,2,4,1,5,9,0,0,0,"32,4",1940,1,0,4,5,4,2,3,3,3,2
564,5,3,26,2,4,74,5,2,16,1,1,1,1,1,12,0,9,2,105,1,2,3,1,1,0,4,3,2,1,1,4,1,1,2,2,2,3,3,2,3,2,3,3,4,5,1,2,1,1,2,2,0,0,2,0,1919,1,0,4,2,4,2,2,2,3,2
565,1,3,99,3,4,55,5,2,14,2,8,1,1,1,16,16,9,2,105,5,1,5,1,2,2,1,2,-1,0,0,0,0,0,2,2,3,1,1,4,4,2,2,3,5,5,1,2,3,2,3,4,1,1,0,"31,4",1938,2,0,4,4,4,2,3,1,3,1
566,1,1,23,1,1,39,6,4,16,3,0,1,1,1,18,18,9,2,105,5,1,6,1,2,2,1,3,-1,0,0,0,0,0,2,2,3,3,2,2,3,3,3,4,4,4,1,2,2,2,3,4,1,3,0,"63,5",1954,3,1,2,5,4,1,2,2,3,1
567,5,2,21,7,5,89,1,10,7,0,0,0,2,1,2,0,9,2,105,1,1,4,8,8,0,2,1,9,4,8,1,8,1,8,1,1,1,3,2,2,2,4,4,2,4,2,2,1,1,2,8,0,0,1,0,1904,1,0,4,3,4,2,1,3,1,2
568,5,2,16,4,0,74,1,11,11,0,8,8,2,1,11,0,9,2,105,0,1,4,8,0,2,1,0,3,3,2,2,2,1,7,2,2,2,2,2,3,3,3,3,4,4,2,2,2,1,1,4,0,0,1,"29,2",1919,1,0,4,3,4,2,2,2,3,1
569,5,1,23,3,3,89,8,6,12,1,0,0,1,1,10,0,9,2,105,4,1,4,2,0,2,1,0,2,4,2,2,1,1,1,5,5,3,3,4,1,1,5,4,5,5,2,1,5,1,5,2,0,0,1,"28,2",1904,1,0,4,3,4,1,1,3,3,2
570,1,1,26,1,4,72,4,1,12,1,0,1,1,1,17,17,9,2,105,5,1,5,1,1,2,1,3,-1,0,0,0,0,0,2,1,3,2,2,1,2,3,4,3,5,5,2,1,3,1,1,4,1,0,0,"63,5",1921,2,0,4,4,4,1,1,3,3,1
571,1,1,21,1,2,52,1,10,18,3,0,0,2,1,18,11,9,2,105,5,1,5,1,0,2,1,0,2,3,1,2,2,1,0,3,3,3,4,2,1,2,3,4,3,5,2,1,4,3,3,4,1,4,1,"78,5",1941,3,1,4,4,4,1,1,2,2,3
572,1,1,17,3,2,38,10,7,13,1,1,1,2,1,18,16,9,2,105,1,1,3,1,0,2,2,0,2,1,1,4,1,2,2,4,4,1,3,4,2,4,4,5,2,5,2,2,1,2,2,3,1,3,1,"51,9",1955,3,0,2,2,4,1,1,3,1,2
573,1,1,22,1,3,52,2,11,14,2,1,3,1,1,20,19,9,2,105,6,1,6,1,0,2,1,0,9,4,1,1,1,1,3,3,8,1,4,4,3,3,3,4,4,5,1,2,4,1,4,4,1,4,1,"49,6",1941,4,0,4,5,4,1,2,2,3,3
